img1_path,img2_path,label
/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_day/voc_day/JPEGImages/Cow_203 (1).jpg,/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_night/voc_night/JPEGImages/Cow_89 (2).jpg,1
/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_day/voc_day/JPEGImages/Hare_506.jpg,/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_night/voc_night/JPEGImages/Hare_792.jpg,1
/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_day/voc_day/JPEGImages/BlackBear_242.jpg,/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_night/voc_night/JPEGImages/BlackBear_251.jpg,1
/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_day/voc_day/JPEGImages/Badger__622.jpg,/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_night/voc_night/JPEGImages/Badger__1808.jpg,1
/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_day/voc_day/JPEGImages/leopard_1154.jpg,/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_night/voc_night/JPEGImages/RacoonDog_25 (3).jpg,0
/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_day/voc_day/JPEGImages/Dog_586.jpg,/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_night/voc_night/JPEGImages/Dog_1 (62).jpg,1
/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_day/voc_day/JPEGImages/AmurLeopard_943.jpg,/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_night/voc_night/JPEGImages/AmurLeopard_539.jpg,1
/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_day/voc_day/JPEGImages/Cow_ (204).jpg,/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_night/voc_night/JPEGImages/MuskDeer_1038.jpg,0
/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_day/voc_day/JPEGImages/RacoonDog_85 (3).jpg,/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_night/voc_night/JPEGImages/RacoonDog_145.jpg,1
/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_day/voc_day/JPEGImages/WildBoar_2404.jpg,/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_night/voc_night/JPEGImages/SikaDeer_3513.jpg,0
/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_day/voc_day/JPEGImages/AmurLeopard_39.jpg,/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_night/voc_night/JPEGImages/AmurLeopard_1236.jpg,1
/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_day/voc_day/JPEGImages/SikaDeer_3293.jpg,/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_night/voc_night/JPEGImages/SikaDeer_1675.jpg,1
/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_day/voc_day/JPEGImages/Weasel_801.jpg,/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_night/voc_night/JPEGImages/Weasel_378.jpg,1
/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_day/voc_day/JPEGImages/RedFox_1 (895).jpg,/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_night/voc_night/JPEGImages/Badger_44.jpg,0
/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_day/voc_day/JPEGImages/Badger__86.jpg,/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_night/voc_night/JPEGImages/AmurTiger_934.jpg,0
/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_day/voc_day/JPEGImages/Dog_470.jpg,/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_night/voc_night/JPEGImages/Dog_0 (170).jpg,1
/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_day/voc_day/JPEGImages/RacoonDog_00142000.jpg,/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_night/voc_night/JPEGImages/Hare_140.jpg,0
/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_day/voc_day/JPEGImages/BlackBear_216.jpg,/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_night/voc_night/JPEGImages/Weasel_1219.jpg,0
/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_day/voc_day/JPEGImages/RedFox_3 (38).jpg,/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_night/voc_night/JPEGImages/RedFox_1 (660).jpg,1
/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_day/voc_day/JPEGImages/Hare_505.jpg,/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_night/voc_night/JPEGImages/Hare_1170.jpg,1
/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_day/voc_day/JPEGImages/LeopardCat__576.jpg,/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_night/voc_night/JPEGImages/LeopardCat__1478.jpg,1
/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_day/voc_day/JPEGImages/Weasel_61.jpg,/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_night/voc_night/JPEGImages/RacoonDog_00215800.jpg,0
/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_day/voc_day/JPEGImages/LeopardCat__293.jpg,/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_night/voc_night/JPEGImages/LeopardCat_59.jpg,1
/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_day/voc_day/JPEGImages/AmurLeopard_976.jpg,/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_night/voc_night/JPEGImages/Wildboar_1804.jpg,0
/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_day/voc_day/JPEGImages/SikaDeer_1451.jpg,/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_night/voc_night/JPEGImages/SikaDeer_2254.jpg,1
/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_day/voc_day/JPEGImages/Cow_263.jpg,/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_night/voc_night/JPEGImages/LeopardCat__1481.jpg,0
/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_day/voc_day/JPEGImages/SikaDeer_3359.jpg,/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_night/voc_night/JPEGImages/SikaDeer_1628.jpg,1
/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_day/voc_day/JPEGImages/Cow_274 (2).jpg,/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_night/voc_night/JPEGImages/WildBoar_2390.jpg,0
/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_day/voc_day/JPEGImages/MuskDeer_322.jpg,/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_night/voc_night/JPEGImages/Wildboar_1802.jpg,0
/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_day/voc_day/JPEGImages/RedFox_4 (103).jpg,/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_night/voc_night/JPEGImages/RedFox_0 (621).jpg,1
/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_day/voc_day/JPEGImages/RedFox_6 (103).jpg,/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_night/voc_night/JPEGImages/RedFox_0 (277).jpg,1
/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_day/voc_day/JPEGImages/RedFox_0 (942).jpg,/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_night/voc_night/JPEGImages/Cow_238.jpg,0
/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_day/voc_day/JPEGImages/WildBoar_2337.jpg,/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_night/voc_night/JPEGImages/RedFox_1 (527).jpg,0
/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_day/voc_day/JPEGImages/RedFox_1 (895).jpg,/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_night/voc_night/JPEGImages/Badger__1870.jpg,0
/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_day/voc_day/JPEGImages/RedFox_0 (265).jpg,/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_night/voc_night/JPEGImages/leopard_4150.jpg,0
/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_day/voc_day/JPEGImages/Wildboar_1808.jpg,/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_night/voc_night/JPEGImages/Wildboar_1784.jpg,1
/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_day/voc_day/JPEGImages/Cow_50 (1).jpg,/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_night/voc_night/JPEGImages/WildBoar_2395.jpg,0
/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_day/voc_day/JPEGImages/MuskDeer_501.jpg,/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_night/voc_night/JPEGImages/MuskDeer_1226.jpg,1
/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_day/voc_day/JPEGImages/MuskDeer_496.jpg,/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_night/voc_night/JPEGImages/AmurLeopard_1255.jpg,0
/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_day/voc_day/JPEGImages/MuskDeer_573.jpg,/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_night/voc_night/JPEGImages/MuskDeer_1226.jpg,1
/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_day/voc_day/JPEGImages/Dog_1 (3).jpg,/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_night/voc_night/JPEGImages/AmurLeopard_1335.jpg,0
/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_day/voc_day/JPEGImages/leopard_3387.jpg,/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_night/voc_night/JPEGImages/leopard_1998.jpg,1
/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_day/voc_day/JPEGImages/SikaDeer_4024.jpg,/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_night/voc_night/JPEGImages/Wildboar_1794.jpg,0
/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_day/voc_day/JPEGImages/MuskDeer_427.jpg,/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_night/voc_night/JPEGImages/MuskDeer_632.jpg,1
/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_day/voc_day/JPEGImages/Dog_1773.jpg,/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_night/voc_night/JPEGImages/Dog_50.jpg,1
/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_day/voc_day/JPEGImages/Wildboar_1994.jpg,/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_night/voc_night/JPEGImages/Wildboar_1955.jpg,1
/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_day/voc_day/JPEGImages/SikaDeer_2892.jpg,/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_night/voc_night/JPEGImages/RedFox_0 (692).jpg,0
/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_day/voc_day/JPEGImages/Wildboar_2154.jpg,/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_night/voc_night/JPEGImages/Wildboar_2043.jpg,1
/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_day/voc_day/JPEGImages/MuskDeer_487.jpg,/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_night/voc_night/JPEGImages/MuskDeer_1133.jpg,1
/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_day/voc_day/JPEGImages/AmurLeopard_281.jpg,/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_night/voc_night/JPEGImages/AmurLeopard_1234.jpg,1
/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_day/voc_day/JPEGImages/RedFox_5 (27).jpg,/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_night/voc_night/JPEGImages/RedFox_0 (351).jpg,1
/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_day/voc_day/JPEGImages/leopard_5233.jpg,/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_night/voc_night/JPEGImages/BlackBear_1.jpg,0
/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_day/voc_day/JPEGImages/WildBoar_2312.jpg,/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_night/voc_night/JPEGImages/Cow_89 (3).jpg,0
/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_day/voc_day/JPEGImages/MuskDeer_1583.jpg,/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_night/voc_night/JPEGImages/MuskDeer_154.jpg,1
/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_day/voc_day/JPEGImages/BlackBear_122.jpg,/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_night/voc_night/JPEGImages/BlackBear_35.jpg,1
/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_day/voc_day/JPEGImages/RacoonDog_114 (3).jpg,/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_night/voc_night/JPEGImages/RacoonDog_00241900.jpg,1
/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_day/voc_day/JPEGImages/leopard_3256.jpg,/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_night/voc_night/JPEGImages/leopard_217.jpg,1
/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_day/voc_day/JPEGImages/Dog_1462.jpg,/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_night/voc_night/JPEGImages/Wildboar_2223.jpg,0
/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_day/voc_day/JPEGImages/RacoonDog_66.jpg,/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_night/voc_night/JPEGImages/Dog_61.jpg,0
/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_day/voc_day/JPEGImages/BlackBear_147.jpg,/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_night/voc_night/JPEGImages/BlackBear_142.jpg,1
/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_day/voc_day/JPEGImages/AmurTiger_734.jpg,/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_night/voc_night/JPEGImages/AmurTiger_36.jpg,1
/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_day/voc_day/JPEGImages/LeopardCat__1405.jpg,/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_night/voc_night/JPEGImages/LeopardCat_145.jpg,1
/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_day/voc_day/JPEGImages/BlackBear_130.jpg,/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_night/voc_night/JPEGImages/BlackBear_104.jpg,1
/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_day/voc_day/JPEGImages/AmurTiger_843.jpg,/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_night/voc_night/JPEGImages/AmurTiger_242.jpg,1
/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_day/voc_day/JPEGImages/WildBoar_2279.jpg,/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_night/voc_night/JPEGImages/WildBoar_2471.jpg,1
/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_day/voc_day/JPEGImages/Weasel_714.jpg,/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_night/voc_night/JPEGImages/Weasel_1282.jpg,1
/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_day/voc_day/JPEGImages/Badger__71.jpg,/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_night/voc_night/JPEGImages/RacoonDog_00213400.jpg,0
/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_day/voc_day/JPEGImages/RedFox_1 (537).jpg,/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_night/voc_night/JPEGImages/RedFox_0 (320).jpg,1
/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_day/voc_day/JPEGImages/LeopardCat__1446.jpg,/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_night/voc_night/JPEGImages/LeopardCat__1964.jpg,1
/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_day/voc_day/JPEGImages/MuskDeer_571.jpg,/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_night/voc_night/JPEGImages/RacoonDog_00249300.jpg,0
/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_day/voc_day/JPEGImages/MuskDeer_446.jpg,/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_night/voc_night/JPEGImages/MuskDeer_1159.jpg,1
/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_day/voc_day/JPEGImages/Weasel_737.jpg,/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_night/voc_night/JPEGImages/Weasel_1268.jpg,1
/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_day/voc_day/JPEGImages/leopard_671.jpg,/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_night/voc_night/JPEGImages/leopard_3078.jpg,1
/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_day/voc_day/JPEGImages/leopard_2817.jpg,/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_night/voc_night/JPEGImages/AmurTiger_231.jpg,0
/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_day/voc_day/JPEGImages/Dog_931.jpg,/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_night/voc_night/JPEGImages/Hare_660.jpg,0
/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_day/voc_day/JPEGImages/WildBoar_2380.jpg,/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_night/voc_night/JPEGImages/WildBoar_2431.jpg,1
/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_day/voc_day/JPEGImages/WildBoar_2433.jpg,/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_night/voc_night/JPEGImages/SikaDeer_2227.jpg,0
/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_day/voc_day/JPEGImages/Weasel_136.jpg,/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_night/voc_night/JPEGImages/Weasel_1165.jpg,1
/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_day/voc_day/JPEGImages/RedFox_2 (1054).jpg,/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_night/voc_night/JPEGImages/leopard_4685.jpg,0
/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_day/voc_day/JPEGImages/MuskDeer_440.jpg,/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_night/voc_night/JPEGImages/RedFox_0 (892).jpg,0
/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_day/voc_day/JPEGImages/Y.T.Marten__292.jpg,/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_night/voc_night/JPEGImages/Y.T.Marten_437.jpg,1
/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_day/voc_day/JPEGImages/Badger__429.jpg,/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_night/voc_night/JPEGImages/MuskDeer_1380.jpg,0
/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_day/voc_day/JPEGImages/RedFox_0 (415).jpg,/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_night/voc_night/JPEGImages/Hare_136.jpg,0
/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_day/voc_day/JPEGImages/BlackBear_9.jpg,/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_night/voc_night/JPEGImages/BlackBear_142.jpg,1
/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_day/voc_day/JPEGImages/AmurTiger_680.jpg,/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_night/voc_night/JPEGImages/AmurTiger_895.jpg,1
/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_day/voc_day/JPEGImages/Dog_1 (90).jpg,/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_night/voc_night/JPEGImages/Cow_72 (2).jpg,0
/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_day/voc_day/JPEGImages/SikaDeer_2941.jpg,/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_night/voc_night/JPEGImages/MuskDeer_306.jpg,0
/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_day/voc_day/JPEGImages/Cow_75 (4).jpg,/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_night/voc_night/JPEGImages/AmurLeopard_1348.jpg,0
/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_day/voc_day/JPEGImages/MuskDeer_431.jpg,/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_night/voc_night/JPEGImages/SikaDeer_3252.jpg,0
/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_day/voc_day/JPEGImages/Y.T.Marten_320.jpg,/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_night/voc_night/JPEGImages/Y.T.Marten__420.jpg,1
/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_day/voc_day/JPEGImages/Hare_512.jpg,/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_night/voc_night/JPEGImages/Hare_995.jpg,1
/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_day/voc_day/JPEGImages/AmurLeopard_1015.jpg,/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_night/voc_night/JPEGImages/AmurLeopard_1249.jpg,1
/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_day/voc_day/JPEGImages/Dog_1 (39).jpg,/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_night/voc_night/JPEGImages/RedFox_0 (169).jpg,0
/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_day/voc_day/JPEGImages/RedFox_1 (864).jpg,/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_night/voc_night/JPEGImages/Badger__1877.jpg,0
/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_day/voc_day/JPEGImages/MuskDeer_441.jpg,/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_night/voc_night/JPEGImages/MuskDeer_1398.jpg,1
/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_day/voc_day/JPEGImages/Y.T.Marten_116.jpg,/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_night/voc_night/JPEGImages/Y.T.Marten__432.jpg,1
/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_day/voc_day/JPEGImages/Y.T.Marten__38.jpg,/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_night/voc_night/JPEGImages/Y.T.Marten__414.jpg,1
/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_day/voc_day/JPEGImages/leopard_2235.jpg,/content/drive/MyDrive/vision_benchmark/data/wildlife/voc_night/voc_night/JPEGImages/leopard_5210.jpg,1
